time_s,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.186000000,-0.210981761,0.499747184,-1.525486090,2.408183593,1.525925403,-0.000208439
0.188000000,-0.210983238,0.499744944,-1.526420869,2.409012589,1.525904259,-0.000133579
0.190000000,-0.210985005,0.499742932,-1.527325057,2.409836182,1.525882207,-0.000086197
0.192000000,-0.210987039,0.499741127,-1.528200478,2.410654340,1.525859753,-0.000056717
0.194000000,-0.210989303,0.499739504,-1.529049188,2.411467466,1.525837363,-0.000039185
0.196000000,-0.210991761,0.499738032,-1.529873432,2.412276385,1.525815319,-0.000030012
0.198000000,-0.210994375,0.499736684,-1.530675609,2.413082289,1.525793683,-0.000027112
0.200000000,-0.210999210,0.499737323,-1.531458024,2.413897205,1.525765315,-0.018061254
0.202000000,-0.210999990,0.499734159,-1.532223495,2.414696846,1.525754807,-0.011558481
0.204000000,-0.211002267,0.499732666,-1.532974747,2.415499232,1.525735139,-0.007396693
0.206000000,-0.211005028,0.499731451,-1.533714589,2.416306588,1.525710822,-0.004733155
0.208000000,-0.211008104,0.499730479,-1.534445471,2.417120405,1.525685058,-0.003028502
0.210000000,-0.211011256,0.499729567,-1.535169860,2.417942090,1.525660296,-0.001937545
0.212000000,-0.211014331,0.499728595,-1.535890210,2.418772794,1.525637386,-0.001239366
0.214000000,-0.211017264,0.499727514,-1.536608922,2.419613347,1.525615949,-0.000792586
0.216000000,-0.211020038,0.499726312,-1.537328300,2.420464242,1.525595069,-0.000506735
0.218000000,-0.211022658,0.499724992,-1.538050506,2.421325645,1.525573854,-0.000323930
0.220000000,-0.211025130,0.499723561,-1.538777531,2.422197410,1.525551754,-0.000207155
0.222000000,-0.211027460,0.499722023,-1.539511173,2.423079121,1.525528631,-0.000132771
0.224000000,-0.211029646,0.499720378,-1.540253015,2.423970135,1.525504662,-0.000085723
0.226000000,-0.211031687,0.499718625,-1.541004417,2.424869635,1.525480181,-0.000056503
0.228000000,-0.211033579,0.499716760,-1.541766503,2.425776680,1.525455531,-0.000039205
0.230000000,-0.211035322,0.499714783,-1.542540159,2.426690263,1.525430970,-0.000030279
0.232000000,-0.211036914,0.499712694,-1.543326026,2.427609353,1.525406633,0.000027664
0.234000000,-0.211039051,0.499710936,-1.544124238,2.428541061,1.525382578,-0.014360919
0.236000000,-0.211039391,0.499707919,-1.544935787,2.429463355,1.525363580,-0.009190236
0.238000000,-0.211040308,0.499705363,-1.545761148,2.430389794,1.525338231,-0.005881001
0.241000000,-0.211042252,0.499701917,-1.547025233,2.431786464,1.525295948,-0.003010078
0.242000000,-0.211042949,0.499700810,-1.547453448,2.432253907,1.525282228,-0.002407665
0.244000000,-0.211044289,0.499698553,-1.548319944,2.433191863,1.525256466,-0.001540214
0.246000000,-0.211045489,0.499696189,-1.549199544,2.434134285,1.525232878,-0.000985092
0.248000000,-0.211046530,0.499693704,-1.550091782,2.435081661,1.525210614,-0.000629887
0.251000000,-0.211047825,0.499689775,-1.551452583,2.436512978,1.525177343,-0.000321946
0.252000000,-0.211048198,0.499688422,-1.551911835,2.436992980,1.525165879,-0.000257428
