time_s,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.254000000,-0.211048874,0.499685665,-1.552838257,2.437957443,1.525142119,-0.000164756
0.256000000,-0.211049474,0.499682853,-1.553774550,2.438927798,1.525117296,-0.000105890
0.258000000,-0.211050010,0.499679995,-1.554719841,2.439903775,1.525091692,-0.000068923
0.260000000,-0.211050496,0.499677103,-1.555673209,2.440884869,1.525065689,-0.000046383
0.262000000,-0.211050943,0.499674184,-1.556633697,2.441870359,1.525039629,-0.000033698
0.264000000,-0.211051359,0.499671245,-1.557600316,2.442859343,1.525013734,-0.000028167
0.266000000,-0.211053835,0.499670175,-1.558571867,2.443861284,1.524981288,-0.017832225
0.268000000,-0.211052174,0.499665230,-1.559547513,2.444849146,1.524966280,-0.011411890
0.270000000,-0.211051961,0.499661930,-1.560526350,2.445837978,1.524942575,-0.007302865
0.272000000,-0.211052184,0.499658868,-1.561507485,2.446827063,1.524914641,-0.004673099
0.274000000,-0.211052718,0.499656047,-1.562489713,2.447815130,1.524885587,-0.002990064
0.276000000,-0.211053354,0.499653308,-1.563471903,2.448801115,1.524857762,-0.001912944
0.278000000,-0.211053970,0.499650554,-1.564452997,2.449784094,1.524831945,-0.001223625
0.280000000,-0.211054527,0.499647757,-1.565432012,2.450763275,1.524807721,-0.000782518
0.282000000,-0.211055032,0.499644921,-1.566408021,2.451738012,1.524784169,-0.000500300
0.284000000,-0.211055518,0.499642073,-1.567380218,2.452707806,1.524760354,-0.000319821
0.286000000,-0.211056026,0.499639245,-1.568347923,2.453672370,1.524735692,-0.000204535
0.288000000,-0.211056583,0.499636459,-1.569310517,2.454631675,1.524710089,-0.000131101
0.290000000,-0.211057203,0.499633726,-1.570267445,2.455585916,1.524683791,-0.000084658
0.292000000,-0.211057891,0.499631048,-1.571218228,2.456535470,1.524657183,-0.000055814
0.294000000,-0.211058648,0.499628427,-1.572162465,2.457480847,1.524630617,-0.000038741
0.296000000,-0.211059472,0.499625861,-1.573099837,2.458422639,1.524604321,-0.000029931
0.298000000,-0.211060361,0.499623349,-1.574030114,2.459361472,1.524578369,0.000027353
0.300000000,-0.211061976,0.499621297,-1.574952845,2.460306063,1.524552776,-0.014169122
0.302000000,-0.211062005,0.499618169,-1.575868411,2.461236054,1.524532291,-0.009067501
0.304000000,-0.211062715,0.499615576,-1.576776932,2.462166027,1.524505913,-0.005802466
0.306000000,-0.211063858,0.499613277,-1.577678436,2.463096196,1.524476865,-0.003712855
0.308000000,-0.211065238,0.499611167,-1.578572940,2.464026700,1.524448030,-0.002375521
0.310000000,-0.211066673,0.499609100,-1.579460597,2.464957625,1.524420968,-0.001519656
0.312000000,-0.211068077,0.499607010,-1.580341668,2.465888948,1.524395786,-0.000971947
0.314000000,-0.211069431,0.499604882,-1.581216501,2.466820558,1.524371749,-0.000621485
0.316000000,-0.211070745,0.499602725,-1.582085505,2.467752282,1.524347921,-0.000397302
0.318000000,-0.211072038,0.499600555,-1.582949123,2.468683916,1.524323591,-0.000254002
0.320000000,-0.211073325,0.499598383,-1.583807822,2.469615256,1.524298448,-0.000162569
0.322000000,-0.211074617,0.499596218,-1.584662077,2.470546119,1.524272540,-0.000104496
0.324000000,-0.211075916,0.499594062,-1.585512369,2.471476366,1.524246143,-0.000068035
0.326000000,-0.211077223,0.499591916,-1.586359178,2.472405914,1.524219595,-0.000045820
0.328000000,-0.211078537,0.499589779,-1.587202975,2.473334749,1.524193181,-0.000033347
0.330000000,-0.211079857,0.499587649,-1.588044223,2.474262924,1.524167073,-0.000027955
0.332000000,-0.211083248,0.499587401,-1.588883192,2.475201041,1.524134749,-0.017589050
0.334000000,-0.211082525,0.499583281,-1.589720445,2.476123424,1.524119449,-0.011256260
0.336000000,-0.211083277,0.499580839,-1.590556556,2.477046493,1.524095662,-0.007203262
0.338000000,-0.211084443,0.499578615,-1.591392021,2.477970887,1.524067789,-0.004609353
0.340000000,-0.211085898,0.499576612,-1.592227022,2.478896648,1.524038870,-0.002949265
0.342000000,-0.211087429,0.499574671,-1.593061770,2.479823918,1.524011196,-0.001886831
0.344000000,-0.211088907,0.499572690,-1.593896505,2.480752818,1.523985506,-0.001206910
0.346000000,-0.211090289,0.499570635,-1.594731487,2.481683418,1.523961371,-0.000771819
0.348000000,-0.211091576,0.499568508,-1.595566970,2.482615737,1.523937870,-0.000493451
0.350000000,-0.211092787,0.499566327,-1.596403191,2.483549745,1.523914134,-0.000315439
0.352000000,-0.211093945,0.499564107,-1.597240352,2.484485364,1.523889640,-0.000201736
0.354000000,-0.211095066,0.499561861,-1.598078624,2.485422474,1.523864264,-0.000129324
0.356000000,-0.211096159,0.499559598,-1.598918138,2.486360927,1.523838183,-0.000083546
0.358000000,-0.211097230,0.499557322,-1.599758992,2.487300545,1.523811712,-0.000055150
0.360000000,-0.211098283,0.499555034,-1.600601251,2.488241140,1.523785165,-0.000038395
0.362000000,-0.211099320,0.499552739,-1.601444947,2.489182521,1.523758766,-0.000029836
0.364000000,-0.211100344,0.499550436,-1.602290081,2.490124501,1.523732615,0.000027477
0.366000000,-0.211101988,0.499548504,-1.603136331,2.491074966,1.523706849,-0.013970849
0.368000000,-0.211102036,0.499545503,-1.603984063,2.492012968,1.523685907,-0.008940598
0.370000000,-0.211102684,0.499542969,-1.604833308,2.492952387,1.523659206,-0.005721242
0.372000000,-0.211103694,0.499540674,-1.605683890,2.493892942,1.523629920,-0.003660866
0.374000000,-0.211104883,0.499538523,-1.606535540,2.494834402,1.523600867,-0.002342243
0.376000000,-0.211106074,0.499536374,-1.607388034,2.495776611,1.523573547,-0.001498354
0.378000000,-0.211107192,0.499534169,-1.608241189,2.496719420,1.523548028,-0.000958312
0.380000000,-0.211108223,0.499531898,-1.609094846,2.497662683,1.523523562,-0.000612758
0.382000000,-0.211109182,0.499529575,-1.609948853,2.498606264,1.523499225,-0.000391718
0.384000000,-0.211110088,0.499527216,-1.610803053,2.499550033,1.523474370,-0.000250433
0.386000000,-0.211110953,0.499524830,-1.611657286,2.500493872,1.523448715,-0.000160296
0.388000000,-0.211111787,0.499522425,-1.612511386,2.501437672,1.523422278,-0.000103060
0.390000000,-0.211112604,0.499520010,-1.613365191,2.502381333,1.523395274,-0.000067146
0.392000000,-0.211113414,0.499517593,-1.614218540,2.503324764,1.523367997,-0.000045299
0.394000000,-0.211114224,0.499515180,-1.615071272,2.504267888,1.523340716,-0.000033085
0.396000000,-0.211115042,0.499512777,-1.615923232,2.505210636,1.523313611,-0.000027892
0.398000000,-0.211117925,0.499512251,-1.616774120,2.506163392,1.523280389,-0.017336881
0.400000000,-0.211116753,0.499507893,-1.617623884,2.507100349,1.523263509,-0.011094873
0.402000000,-0.211117069,0.499505235,-1.618472585,2.508037631,1.523238536,-0.007099974
0.404000000,-0.211117786,0.499502779,-1.619320206,2.508975588,1.523209663,-0.004543249
0.406000000,-0.211118805,0.499500553,-1.620166477,2.509913976,1.523179731,-0.002906959
0.408000000,-0.211119928,0.499498410,-1.621011191,2.510852676,1.523150920,-0.001859757
0.410000000,-0.211121033,0.499496252,-1.621854205,2.511791581,1.523123958,-0.001189585
0.412000000,-0.211122077,0.499494049,-1.622695435,2.512730579,1.523098474,-0.000760733
0.414000000,-0.211123061,0.499491801,-1.623534832,2.513669560,1.523073619,-0.000486360
0.416000000,-0.211124002,0.499489523,-1.624372371,2.514608415,1.523048571,-0.000310905
0.418000000,-0.211124923,0.499487230,-1.625208043,2.515547048,1.523022789,-0.000198842
0.420000000,-0.211125850,0.499484944,-1.626041850,2.516485372,1.522996114,-0.000127481
0.422000000,-0.211126796,0.499482676,-1.626873795,2.517423319,1.522968729,-0.000082383
0.424000000,-0.211127766,0.499480428,-1.627703885,2.518360836,1.522940991,-0.000054429
0.426000000,-0.211128755,0.499478199,-1.628532135,2.519297885,1.522913244,-0.000037971
0.428000000,-0.211129762,0.499475985,-1.629358564,2.520234449,1.522885717,-0.000029617
0.430000000,-0.211130781,0.499473785,-1.630183202,2.521170525,1.522858494,0.000027410
0.432000000,-0.211132426,0.499471950,-1.631005804,2.522114135,1.522831703,-0.013765592
0.434000000,-0.211132539,0.499469114,-1.631826796,2.523044640,1.522809536,-0.008809235
0.436000000,-0.211133257,0.499466740,-1.632646354,2.523975989,1.522781780,-0.005637171
0.438000000,-0.211134339,0.499464605,-1.633464453,2.524908045,1.522751521,-0.003607061
0.440000000,-0.211135607,0.499462619,-1.634281004,2.525840698,1.522721491,-0.002307809
0.442000000,-0.211136887,0.499460642,-1.635095984,2.526773893,1.522693148,-0.001476318
0.444000000,-0.211138103,0.499458617,-1.635909424,2.527707569,1.522666558,-0.000944211
0.446000000,-0.211139242,0.499456533,-1.636721394,2.528641656,1.522640999,-0.000603736
0.448000000,-0.211140319,0.499454404,-1.637531980,2.529576075,1.522615576,-0.000385948
0.450000000,-0.211141357,0.499452248,-1.638341271,2.530510747,1.522589620,-0.000246747
0.452000000,-0.211142374,0.499450079,-1.639149353,2.531445595,1.522562844,-0.000157947
0.454000000,-0.211143383,0.499447906,-1.639956305,2.532380546,1.522535301,-0.000101572
0.456000000,-0.211144390,0.499445735,-1.640762200,2.533315533,1.522507249,-0.000066221
0.458000000,-0.211145397,0.499443568,-1.641567106,2.534250500,1.522479000,-0.000044751
0.460000000,-0.211146407,0.499441406,-1.642371085,2.535185402,1.522450812,-0.000032802
0.462000000,-0.211147419,0.499439249,-1.643174193,2.536120206,1.522422836,-0.000027810
0.464000000,-0.211150467,0.499438953,-1.643976346,2.537065290,1.522389023,-0.017075948
0.466000000,-0.211149455,0.499434810,-1.644777622,2.537994990,1.522370995,-0.010927876
0.468000000,-0.211149959,0.499432391,-1.645578329,2.538925440,1.522344861,-0.006993096
0.470000000,-0.211150849,0.499430165,-1.646378573,2.539857000,1.522314871,-0.004474847
0.472000000,-0.211152024,0.499428155,-1.647178226,2.540789468,1.522283905,-0.002863182
0.474000000,-0.211153279,0.499426209,-1.647977200,2.541722757,1.522254122,-0.001831740
0.476000000,-0.211154492,0.499424232,-1.648775463,2.542656791,1.522226193,-0.001171655
0.478000000,-0.211155627,0.499422194,-1.649573020,2.543591486,1.522199691,-0.000749261
0.480000000,-0.211156687,0.499420101,-1.650369898,2.544526749,1.522173733,-0.000479022
0.482000000,-0.211157694,0.499417970,-1.651166128,2.545462482,1.522147504,-0.000306216
0.484000000,-0.211158670,0.499415817,-1.651961736,2.546398587,1.522120525,-0.000195852
0.486000000,-0.211159630,0.499413656,-1.652756739,2.547334966,1.522092700,-0.000125585
0.488000000,-0.211160583,0.499411493,-1.653551146,2.548271523,1.522064210,-0.000081197
0.490000000,-0.211161534,0.499409331,-1.654344958,2.549208169,1.522035364,-0.000053715
0.492000000,-0.211162485,0.499407172,-1.655138171,2.550144823,1.522006461,-0.000037583
0.494000000,-0.211163439,0.499405019,-1.655930777,2.551081414,1.521977709,-0.000029473
0.496000000,-0.211164396,0.499402871,-1.656722760,2.552017883,1.521949203,0.000027463
0.498000000,-0.211165939,0.499401050,-1.657513833,2.552962142,1.521921170,-0.013553054
0.500000000,-0.211166010,0.499398290,-1.658304343,2.553893644,1.521897475,-0.008673211
0.502000000,-0.211166666,0.499395971,-1.659094402,2.554826183,1.521868416,-0.005550116
0.504000000,-0.211167672,0.499393878,-1.659883905,2.555759570,1.521837011,-0.003551347
0.506000000,-0.211168856,0.499391927,-1.660672684,2.556693644,1.521805907,-0.002272153
0.508000000,-0.211170048,0.499389982,-1.661460630,2.557628308,1.521776495,-0.001453500
0.510000000,-0.211171174,0.499387987,-1.662247683,2.558563462,1.521748808,-0.000929610
0.512000000,-0.211172222,0.499385934,-1.663033819,2.559499004,1.521722123,-0.000594395
0.514000000,-0.211173210,0.499383836,-1.663819031,2.560434830,1.521695561,-0.000379977
0.516000000,-0.211174159,0.499381712,-1.664603313,2.561370839,1.521668478,-0.000242934
0.518000000,-0.211175090,0.499379576,-1.665386657,2.562306930,1.521640605,-0.000155521
0.520000000,-0.211176013,0.499377437,-1.666169054,2.563243011,1.521612008,-0.000100043
0.522000000,-0.211176935,0.499375301,-1.666950488,2.564178996,1.521582948,-0.000065278
0.524000000,-0.211177860,0.499373170,-1.667730943,2.565114808,1.521553735,-0.000044202
0.526000000,-0.211178789,0.499371046,-1.668510403,2.566050383,1.521524623,-0.000032534
0.528000000,-0.211179724,0.499368929,-1.669288850,2.566985669,1.521495758,-0.000027758
0.530000000,-0.211182672,0.499368659,-1.670066147,2.567930973,1.521461390,-0.016805353
0.532000000,-0.211181595,0.499364559,-1.670842271,2.568860743,1.521442164,-0.010754698
0.534000000,-0.211182057,0.499362211,-1.671617510,2.569791035,1.521415117,-0.006882263
0.536000000,-0.211182890,0.499360040,-1.672391901,2.570722178,1.521384403,-0.004403915
0.538000000,-0.211184004,0.499358081,-1.673165281,2.571653955,1.521352804,-0.002817788
0.540000000,-0.211185197,0.499356187,-1.673937531,2.572586269,1.521322396,-0.001802690
0.542000000,-0.211186352,0.499354263,-1.674708591,2.573519042,1.521293811,-0.001153066
0.544000000,-0.211187432,0.499352282,-1.675478444,2.574452192,1.521266613,-0.000737367
0.546000000,-0.211188444,0.499350251,-1.676247104,2.575385635,1.521239944,-0.000471415
0.548000000,-0.211189408,0.499348185,-1.677014593,2.576319288,1.521213020,-0.000301356
0.550000000,-0.211190347,0.499346103,-1.677780933,2.577253068,1.521185388,-0.000192753
0.552000000,-0.211191274,0.499344014,-1.678546146,2.578186899,1.521156961,-0.000123621
0.554000000,-0.211192199,0.499341928,-1.679310250,2.579120709,1.521127917,-0.000079969
0.556000000,-0.211193125,0.499339845,-1.680073261,2.580054433,1.521098551,-0.000052975
0.558000000,-0.211194055,0.499337768,-1.680835195,2.580988016,1.521069147,-0.000037179
0.560000000,-0.211194990,0.499335699,-1.681596068,2.581921416,1.521039896,-0.000029318
0.562000000,-0.211195932,0.499333637,-1.682355895,2.582854601,1.521010881,0.000027509
0.564000000,-0.211197426,0.499331869,-1.683114426,2.583795451,1.520982395,-0.013332894
0.566000000,-0.211197519,0.499329230,-1.683872030,2.584723609,1.520957922,-0.008532309
0.568000000,-0.211198181,0.499327014,-1.684628864,2.585652779,1.520928272,-0.005459939
0.570000000,-0.211199180,0.499325013,-1.685384859,2.586582801,1.520896369,-0.003493635
0.572000000,-0.211200353,0.499323150,-1.686139895,2.587513529,1.520864767,-0.002235219
0.574000000,-0.211201531,0.499321292,-1.686893907,2.588444887,1.520834789,-0.001429864
0.576000000,-0.211202644,0.499319383,-1.687646881,2.589376798,1.520806444,-0.000914486
0.578000000,-0.211203681,0.499317418,-1.688398835,2.590309179,1.520779016,-0.000584720
0.580000000,-0.211204659,0.499315410,-1.689149803,2.591241947,1.520751651,-0.000373791
0.582000000,-0.211205599,0.499313375,-1.689899819,2.592175015,1.520723731,-0.000238985
0.584000000,-0.211206521,0.499311329,-1.690648914,2.593108300,1.520695006,-0.000153009
0.586000000,-0.211207435,0.499309280,-1.691397113,2.594041717,1.520665547,-0.000098459
0.588000000,-0.211208347,0.499307233,-1.692144435,2.594975188,1.520635612,-0.000064303
0.590000000,-0.211209261,0.499305190,-1.692890896,2.595908641,1.520605504,-0.000043639
0.592000000,-0.211210177,0.499303152,-1.693636509,2.596842014,1.520575467,-0.000032266
0.594000000,-0.211211098,0.499301120,-1.694381284,2.597775253,1.520545638,-0.000027719
0.596000000,-0.211214001,0.499300915,-1.695125119,2.598718599,1.520510581,-0.016525102
0.598000000,-0.211212916,0.499296898,-1.695867979,2.599646650,1.520489922,-0.010575338
0.600000000,-0.211213387,0.499294656,-1.696610201,2.600575375,1.520461684,-0.006767472
0.602000000,-0.211214205,0.499292570,-1.697351818,2.601505077,1.520429927,-0.004330450
0.604000000,-0.211215293,0.499290687,-1.698092683,2.602435527,1.520397341,-0.002770770
0.606000000,-0.211216454,0.499288863,-1.698832687,2.603366617,1.520365925,-0.001772600
0.608000000,-0.211217574,0.499287007,-1.699571773,2.604298258,1.520336272,-0.001133810
0.610000000,-0.211218618,0.499285093,-1.700309928,2.605230361,1.520307948,-0.000725047
0.612000000,-0.211219594,0.499283129,-1.701047159,2.606162838,1.520280120,-0.000463535
0.614000000,-0.211220522,0.499281131,-1.701783483,2.607095596,1.520252036,-0.000296320
0.616000000,-0.211221424,0.499279115,-1.702518911,2.608028548,1.520223271,-0.000189543
0.618000000,-0.211222314,0.499277093,-1.703253453,2.608961608,1.520193754,-0.000121586
0.620000000,-0.211223201,0.499275072,-1.703987110,2.609894694,1.520163667,-0.000078699
0.622000000,-0.211224088,0.499273054,-1.704719883,2.610827731,1.520133303,-0.000052212
0.624000000,-0.211224978,0.499271041,-1.705451768,2.611760653,1.520102936,-0.000036770
0.626000000,-0.211225871,0.499269034,-1.706182760,2.612693404,1.520072759,-0.000029173
0.628000000,-0.211226770,0.499267034,-1.706912855,2.613625940,1.520042855,0.000027580
0.630000000,-0.211228184,0.499265293,-1.707641790,2.614566065,1.520013598,-0.013104358
0.632000000,-0.211228270,0.499262748,-1.708369896,2.615493582,1.519988078,-0.008386045
0.634000000,-0.211228905,0.499260607,-1.709097312,2.616422066,1.519957648,-0.005366330
0.636000000,-0.211229862,0.499258668,-1.709823947,2.617351345,1.519925132,-0.003433725
0.638000000,-0.211230986,0.499256862,-1.710549660,2.618281262,1.519892980,-0.002196878
0.640000000,-0.211232114,0.499255058,-1.711274367,2.619211731,1.519862444,-0.001405327
0.642000000,-0.211233176,0.499253205,-1.711998034,2.620142668,1.519833506,-0.000898784
0.644000000,-0.211234165,0.499251296,-1.712720659,2.621073989,1.519805460,-0.000574675
0.646000000,-0.211235098,0.499249346,-1.713442256,2.622005610,1.519777475,-0.000367368
0.648000000,-0.211235995,0.499247372,-1.714162841,2.622937448,1.519748955,-0.000234885
0.650000000,-0.211236876,0.499245388,-1.714882428,2.623869419,1.519719664,-0.000150401
0.652000000,-0.211237751,0.499243403,-1.715601027,2.624801446,1.519689671,-0.000096816
0.654000000,-0.211238626,0.499241420,-1.716318644,2.625733454,1.519659223,-0.000063292
0.656000000,-0.211239503,0.499239442,-1.717035284,2.626665376,1.519628606,-0.000043058
0.658000000,-0.211240384,0.499237470,-1.717750949,2.627597155,1.519598047,-0.000031995
0.660000000,-0.211241270,0.499235505,-1.718465643,2.628528743,1.519567667,-0.000027689
0.662000000,-0.211244106,0.499235346,-1.719179273,2.629470311,1.519532353,-0.016234114
0.664000000,-0.211243003,0.499231402,-1.719891765,2.630396645,1.519510647,-0.010389106
0.666000000,-0.211243472,0.499229253,-1.720603487,2.631323616,1.519481603,-0.006648283
0.668000000,-0.211244267,0.499227242,-1.721314452,2.632251513,1.519449170,-0.004254168
0.670000000,-0.211245323,0.499225427,-1.722024522,2.633180110,1.519415925,-0.002721951
0.672000000,-0.211246449,0.499223668,-1.722733595,2.634109297,1.519383774,-0.001741356
0.674000000,-0.211247533,0.499221876,-1.723441621,2.635038992,1.519353260,-0.001113816
0.676000000,-0.211248544,0.499220029,-1.724148591,2.635969114,1.519323951,-0.000712253
0.678000000,-0.211249488,0.499218133,-1.724854520,2.636899581,1.519295043,-0.000455352
0.680000000,-0.211250387,0.499216204,-1.725559430,2.637830313,1.519265819,-0.000291091
0.682000000,-0.211251262,0.499214260,-1.726263341,2.638761229,1.519235881,-0.000186209
0.684000000,-0.211252127,0.499212311,-1.726966269,2.639692251,1.519205174,-0.000119474
0.686000000,-0.211252989,0.499210362,-1.727668228,2.640623304,1.519173878,-0.000077381
0.688000000,-0.211253852,0.499208418,-1.728369226,2.641554319,1.519142277,-0.000051423
0.690000000,-0.211254719,0.499206479,-1.729069272,2.642485233,1.519110635,-0.000036351
0.692000000,-0.211255589,0.499204546,-1.729768371,2.643415993,1.519079129,-0.000029031
0.694000000,-0.211256465,0.499202619,-1.730466529,2.644346560,1.519047831,0.000027668
0.696000000,-0.211257818,0.499200916,-1.731163502,2.645284668,1.519017186,-0.012867302
0.698000000,-0.211257918,0.499198480,-1.731859620,2.646210305,1.518989884,-0.008234327
0.700000000,-0.211258546,0.499196425,-1.732555032,2.647136916,1.518957852,-0.005269230
0.702000000,-0.211259481,0.499194560,-1.733249656,2.648064325,1.518923819,-0.003371581
0.704000000,-0.211260575,0.499192821,-1.733943369,2.648992372,1.518890140,-0.002157106
0.706000000,-0.211261670,0.499191083,-1.734636096,2.649920964,1.518858010,-0.001379873
0.708000000,-0.211262700,0.499189295,-1.735327815,2.650850021,1.518827399,-0.000882496
0.710000000,-0.211263658,0.499187453,-1.736018531,2.651779459,1.518797620,-0.000564254
0.712000000,-0.211264561,0.499185572,-1.736708267,2.652709197,1.518767880,-0.000360705
0.714000000,-0.211265432,0.499183667,-1.737397045,2.653639155,1.518737618,-0.000230631
0.716000000,-0.211266286,0.499181754,-1.738084884,2.654569255,1.518706621,-0.000147695
0.718000000,-0.211267136,0.499179839,-1.738771799,2.655499422,1.518674968,-0.000095112
0.720000000,-0.211267984,0.499177926,-1.739457801,2.656429585,1.518642907,-0.000062247
0.722000000,-0.211268835,0.499176018,-1.740142898,2.657359681,1.518610718,-0.000042461
0.724000000,-0.211269690,0.499174116,-1.740827098,2.658289651,1.518578613,-0.000031722
0.726000000,-0.211270549,0.499172220,-1.741510408,2.659219449,1.518546697,-0.000027673
0.728000000,-0.211273322,0.499172105,-1.742192750,2.660159164,1.518510190,-0.015932478
0.730000000,-0.211272209,0.499168239,-1.742874021,2.661083784,1.518486514,-0.010196059
0.732000000,-0.211272681,0.499166185,-1.743554620,2.662009063,1.518455818,-0.006524732
0.734000000,-0.211273456,0.499164247,-1.744234539,2.662935279,1.518421938,-0.004175095
0.736000000,-0.211274479,0.499162497,-1.744913650,2.663862198,1.518387351,-0.002671343
0.738000000,-0.211275568,0.499160798,-1.745591849,2.664789711,1.518353880,-0.001708967
0.740000000,-0.211276614,0.499159066,-1.746269087,2.665717738,1.518322031,-0.001093088
0.742000000,-0.211277587,0.499157279,-1.746945355,2.666646196,1.518291371,-0.000698990
0.744000000,-0.211278496,0.499155445,-1.747620663,2.667575009,1.518261116,-0.000446868
0.746000000,-0.211279362,0.499153580,-1.748295029,2.668504096,1.518230577,-0.000285669
0.748000000,-0.211280205,0.499151700,-1.748968467,2.669433381,1.518199377,-0.000182753
0.750000000,-0.211281038,0.499149815,-1.749640988,2.670362787,1.518167468,-0.000117284
0.752000000,-0.211281869,0.499147932,-1.750312596,2.671292241,1.518135029,-0.000076017
0.754000000,-0.211282701,0.499146052,-1.750983294,2.672221676,1.518102335,-0.000050609
0.756000000,-0.211283536,0.499144177,-1.751653082,2.673151028,1.518069638,-0.000035923
0.758000000,-0.211284374,0.499142307,-1.752321956,2.674080245,1.518037106,-0.000028896
0.760000000,-0.211285216,0.499140443,-1.752989914,2.675009283,1.518004807,0.000027776
0.762000000,-0.211286497,0.499138768,-1.753656710,2.675945809,1.517973260,-0.012621732
0.764000000,-0.211286603,0.499136430,-1.754322653,2.676869997,1.517944744,-0.008077161
0.767000000,-0.211287633,0.499133525,-1.755320201,2.678258047,1.517894443,-0.004134508
0.768000000,-0.211288116,0.499132649,-1.755652302,2.678721108,1.517876967,-0.003307204
0.770000000,-0.211289171,0.499130968,-1.756315787,2.679647687,1.517842571,-0.002115904
0.772000000,-0.211290223,0.499129284,-1.756978255,2.680574799,1.517809706,-0.001353505
0.774000000,-0.211291211,0.499127552,-1.757639674,2.681502361,1.517778322,-0.000865621
0.776000000,-0.211292130,0.499125767,-1.758300043,2.682430291,1.517747745,-0.000553458
0.778000000,-0.211292997,0.499123945,-1.758959374,2.683358513,1.517717209,-0.000353801
0.780000000,-0.211293833,0.499122102,-1.759617682,2.684286947,1.517686178,-0.000226223
0.782000000,-0.211294655,0.499120251,-1.760274979,2.685215518,1.517654453,-0.000144893
0.784000000,-0.211295473,0.499118399,-1.760931271,2.686144152,1.517622113,-0.000093349
0.786000000,-0.211296291,0.499116551,-1.761586564,2.687072778,1.517589393,-0.000061167
0.788000000,-0.211297112,0.499114707,-1.762240860,2.688001332,1.517556559,-0.000041847
0.790000000,-0.211297936,0.499112868,-1.762894164,2.688929755,1.517523816,-0.000031448
0.792000000,-0.211298765,0.499111036,-1.763546476,2.689858000,1.517491272,-0.000027669
0.794000000,-0.211301466,0.499110956,-1.764197728,2.690796061,1.517454505,-0.015619748
0.796000000,-0.211300345,0.499107166,-1.764847789,2.691719150,1.517429781,-0.009995911
0.798000000,-0.211300820,0.499105203,-1.765497081,2.692642880,1.517398381,-0.006396635
0.800000000,-0.211301574,0.499103336,-1.766145579,2.693567508,1.517364005,-0.004093112
0.802000000,-0.211302566,0.499101648,-1.766793164,2.694492795,1.517329007,-0.002618873
0.804000000,-0.211303620,0.499100009,-1.767439739,2.695418624,1.517295106,-0.001675387
0.806000000,-0.211304631,0.499098336,-1.768085262,2.696344908,1.517262757,-0.001071597
0.808000000,-0.211305571,0.499096610,-1.768729727,2.697271566,1.517231521,-0.000685238
0.810000000,-0.211306451,0.499094840,-1.769373152,2.698198519,1.517200639,-0.000438072
0.812000000,-0.211307290,0.499093040,-1.770015560,2.699125689,1.517169450,-0.000280048
0.816000000,-0.211308919,0.499089411,-1.771297409,2.700980383,1.517105045,-0.000115016
0.817000000,-0.211309323,0.499088504,-1.771617264,2.701444077,1.517088555,-0.000092442
0.818000000,-0.211309728,0.499087597,-1.771936880,2.701907762,1.517071964,-0.000074605
0.820000000,-0.211310538,0.499085786,-1.772575398,2.702835073,1.517038614,-0.000049770
0.822000000,-0.211311350,0.499083980,-1.773212973,2.703762258,1.517005245,-0.000035487
0.824000000,-0.211312167,0.499082179,-1.773849611,2.704689270,1.516972025,-0.000028766
0.826000000,-0.211312987,0.499080384,-1.774485321,2.705616072,1.516939023,0.000027904
0.828000000,-0.211314205,0.499078742,-1.775119871,2.706550261,1.516906835,-0.012366536
0.830000000,-0.211314332,0.499076509,-1.775753577,2.707472225,1.516877320,-0.007913834
0.832000000,-0.211314940,0.499074614,-1.776386578,2.708395135,1.516843588,-0.005064111
0.834000000,-0.211315821,0.499072880,-1.777018795,2.709318820,1.516808133,-0.003240303
0.836000000,-0.211316847,0.499071262,-1.777650114,2.710243115,1.516773075,-0.002073087
0.838000000,-0.211317869,0.499069639,-1.778280465,2.711167931,1.516739459,-0.001326102
0.840000000,-0.211318828,0.499067969,-1.778909825,2.712093190,1.516707210,-0.000848085
0.842000000,-0.211319718,0.499066248,-1.779538201,2.713018816,1.516675671,-0.000542238
0.844000000,-0.211320559,0.499064490,-1.780165609,2.713944734,1.516644110,-0.000346628
0.846000000,-0.211321370,0.499062712,-1.780792067,2.714870871,1.516612025,-0.000221644
0.848000000,-0.211322167,0.499060926,-1.781417590,2.715797152,1.516579234,-0.000141982
0.850000000,-0.211322960,0.499059140,-1.782042186,2.716723506,1.516545825,-0.000091518
0.852000000,-0.211323753,0.499057356,-1.782665861,2.717649862,1.516512027,-0.000060049
0.854000000,-0.211324547,0.499055577,-1.783288618,2.718576155,1.516478093,-0.000041216
0.856000000,-0.211325345,0.499053802,-1.783910457,2.719502327,1.516444217,-0.000031174
0.858000000,-0.211326146,0.499052033,-1.784531378,2.720428329,1.516410501,-0.000027680
0.860000000,-0.211328775,0.499051982,-1.785151321,2.721364055,1.516372878,-0.015294378
0.862000000,-0.211327652,0.499048273,-1.785770123,2.722284969,1.516346427,-0.009787673
0.864000000,-0.211328131,0.499046398,-1.786388225,2.723206528,1.516313600,-0.006263361
0.866000000,-0.211328862,0.499044598,-1.787005577,2.724128979,1.516277957,-0.004007815
0.868000000,-0.211329821,0.499042967,-1.787622060,2.725052080,1.516241728,-0.002564283
0.870000000,-0.211330835,0.499041381,-1.788237575,2.725975716,1.516206535,-0.001640449
